"CBSA","CBSA Code","Year","Days with AQI","Good Days","Moderate Days","Unhealthy for Sensitive Groups Days","Unhealthy Days","Very Unhealthy Days","Hazardous Days","Max AQI","90th Percentile AQI","Median AQI","Days CO","Days NO2","Days Ozone","Days PM2.5","Days PM10"
"Atlanta-Sandy Springs-Roswell, GA","12060",2010,365,110,208,40,7,0,0,182,105,60,0,8,165,192,0
"Atlantic City-Hammonton, NJ","12100",2010,365,265,91,9,0,0,0,150,70,41,0,0,287,78,0
"Augusta-Richmond County, GA-SC","12260",2010,365,189,170,6,0,0,0,136,77,49,0,0,186,179,0
"Augusta-Waterville, ME","12300",2010,237,222,14,1,0,0,0,129,47,36,0,0,212,0,25
"Austin-Round Rock, TX","12420",2010,365,268,87,10,0,0,0,133,66,42,0,0,229,136,0
"Bakersfield, CA","12540",2010,365,80,160,85,38,2,0,202,151,79,0,1,220,140,4
"Baltimore-Columbia-Towson, MD","12580",2010,365,156,156,33,19,1,0,210,115,54,0,17,201,147,0
"Bangor, ME","12620",2010,365,325,40,0,0,0,0,90,51,34,0,0,271,94,0
"Baraboo, WI","12660",2010,270,234,35,1,0,0,0,111,55,38,0,0,207,63,0
"Barnstable Town, MA","12700",2010,267,224,36,6,1,0,0,151,64,39,0,0,212,55,0
"Baton Rouge, LA","12940",2010,365,109,221,32,3,0,0,181,100,59,0,7,146,210,2
"Bay City, MI","13020",2010,121,97,23,1,0,0,0,103,60,25,0,0,0,121,0
"Beaumont-Port Arthur, TX","13140",2010,365,188,149,26,2,0,0,164,93,49,0,0,205,160,0
"Beaver Dam, WI","13180",2010,351,253,95,3,0,0,0,125,66,42,0,0,213,138,0
"Beckley, WV","13220",2010,120,84,36,0,0,0,0,87,58,41,0,0,0,120,0
"Bellingham, WA","13380",2010,355,339,16,0,0,0,0,72,42,27,0,0,113,242,0
"Bend-Redmond, OR","13460",2010,365,347,18,0,0,0,0,84,47,30,0,0,147,218,0
"Bennington, VT","13540",2010,364,302,60,2,0,0,0,101,58,36,0,0,299,65,0
"Berlin, NH-VT","13620",2010,362,294,63,5,0,0,0,129,64,44,0,0,361,1,0
"Billings, MT","13740",2010,365,341,24,0,0,0,0,82,42,20,41,0,0,324,0
"Birmingham-Hoover, AL","13820",2010,365,106,229,25,5,0,0,166,97,59,1,0,127,207,30
"Bishop, CA","13860",2010,365,248,86,13,1,6,11,4466,93,44,0,0,259,31,75
"Bismarck, ND","13900",2010,365,289,76,0,0,0,0,93,58,40,0,5,240,119,1
"Blacksburg-Christiansburg-Radford, VA","13980",2010,348,253,89,6,0,0,0,119,77,43,0,0,348,0,0
"Bloomington, IL","14010",2010,365,293,70,2,0,0,0,112,63,40,0,0,312,53,0
"Bloomington, IN","14020",2010,316,148,162,6,0,0,0,119,75,51,0,0,108,208,0
"Boise City, ID","14260",2010,365,187,173,5,0,0,0,136,71,50,0,14,135,212,4
"Boone, NC","14380",2010,119,93,26,0,0,0,0,71,55,35,0,0,0,119,0
"Boston-Cambridge-Newton, MA-NH","14460",2010,365,212,143,9,1,0,0,156,76,47,0,27,145,193,0
"Boulder, CO","14500",2010,365,235,118,12,0,0,0,143,77,45,5,0,333,25,2
"Bowling Green, KY","14540",2010,365,221,138,6,0,0,0,126,74,46,0,0,239,126,0
"Bozeman, MT","14580",2010,365,281,82,2,0,0,0,124,65,28,1,8,0,356,0
"Brainerd, MN","14660",2010,330,284,45,1,0,0,0,119,58,33,0,0,141,189,0
"Branson, MO","14700",2010,260,203,57,0,0,0,0,93,67,41,0,0,195,65,0
"Breckenridge, CO","14720",2010,312,311,1,0,0,0,0,63,25,12,0,0,0,0,312
"Bremerton-Silverdale, WA","14740",2010,352,309,43,0,0,0,0,89,54,18,0,0,0,352,0
"Bridgeport-Stamford-Norwalk, CT","14860",2010,365,240,96,25,4,0,0,179,93,43,1,64,164,136,0
"Brookings, SD","15100",2010,365,317,48,0,0,0,0,97,57,37,0,0,318,40,7
"Brownsville-Harlingen, TX","15180",2010,361,256,103,2,0,0,0,105,64,42,4,0,154,202,1
"Brunswick, GA","15260",2010,280,230,50,0,0,0,0,93,58,41,0,0,219,53,8
"Bucyrus, OH","15340",2010,280,231,48,1,0,0,0,112,64,41,0,0,280,0,0
"Buffalo-Cheektowaga-Niagara Falls, NY","15380",2010,365,211,145,9,0,0,0,122,80,46,0,17,156,192,0
"Burley, ID","15420",2010,166,133,33,0,0,0,0,84,58,45,0,0,166,0,0
"Burlington, NC","15500",2010,363,231,132,0,0,0,0,91,62,43,0,0,0,363,0
"Burlington-South Burlington, VT","15540",2010,365,297,66,1,1,0,0,159,60,37,0,10,211,144,0
"Butte-Silver Bow, MT","15580",2010,362,266,82,14,0,0,0,139,72,31,0,0,0,272,90
"Cadillac, MI","15620",2010,364,323,41,0,0,0,0,100,53,36,0,0,337,27,0
"Cambridge, MD","15700",2010,355,272,74,8,1,0,0,182,74,40,0,0,355,0,0
"Canton-Massillon, OH","15940",2010,365,145,195,24,1,0,0,156,92,56,3,0,133,229,0
"Cape Coral-Fort Myers, FL","15980",2010,365,285,79,1,0,0,0,101,60,41,0,0,254,107,4
"Carbondale-Marion, IL","16060",2010,44,44,0,0,0,0,0,46,30,20,0,0,0,0,44
"Carlsbad-Artesia, NM","16100",2010,365,290,73,2,0,0,0,101,65,38,0,2,335,28,0
"Carson City, NV","16180",2010,190,149,41,0,0,0,0,90,71,38,0,0,190,0,0
"Casper, WY","16220",2010,121,117,4,0,0,0,0,55,33,17,0,0,0,82,39
"Ca¤on City, CO","15860",2010,54,54,0,0,0,0,0,29,22,14,0,0,0,0,54
"Cedar Rapids, IA","16300",2010,365,220,139,6,0,0,0,113,74,47,0,0,146,216,3
"Centralia, WA","16500",2010,365,356,9,0,0,0,0,60,35,19,0,0,0,365,0
"Chambersburg-Waynesboro, PA","16540",2010,210,150,58,2,0,0,0,122,77,45,0,0,210,0,0
"Champaign-Urbana, IL","16580",2010,352,308,44,0,0,0,0,87,54,34,0,0,285,67,0
"Charleston, WV","16620",2010,365,246,116,2,1,0,0,154,72,41,0,0,162,98,105
"Charleston-North Charleston, SC","16700",2010,365,241,122,2,0,0,0,112,64,44,0,2,176,185,2
"Charlotte-Concord-Gastonia, NC-SC","16740",2010,365,141,186,34,4,0,0,177,101,56,0,5,196,164,0
"Charlottesville, VA","16820",2010,261,170,87,4,0,0,0,129,74,45,0,0,187,74,0
"Chattanooga, TN-GA","16860",2010,361,145,196,19,1,0,0,157,87,55,0,0,148,213,0
"Cheyenne, WY","16940",2010,121,121,0,0,0,0,0,45,29,19,0,0,0,89,32
"Chicago-Naperville-Elgin, IL-IN-WI","16980",2010,365,43,287,33,2,0,0,159,100,69,0,19,83,258,5
"Chico, CA","17020",2010,365,208,144,13,0,0,0,126,84,47,0,0,264,101,0
"Cincinnati, OH-KY-IN","17140",2010,365,47,273,41,4,0,0,172,108,70,0,0,126,239,0
"Claremont-Lebanon, NH-VT","17200",2010,365,314,51,0,0,0,0,94,54,36,0,0,290,75,0
"Clarksburg, WV","17220",2010,111,56,54,1,0,0,0,117,63,49,0,0,0,111,0
"Clarksville, TN-KY","17300",2010,364,214,139,11,0,0,0,147,80,47,0,0,304,60,0
"Clearlake, CA","17340",2010,361,356,5,0,0,0,0,74,44,35,0,0,360,1,0
"Cleveland, MS","17380",2010,365,209,150,6,0,0,0,147,74,48,0,0,122,243,0
"Cleveland, TN","17420",2010,282,282,0,0,0,0,0,49,25,16,0,234,0,0,48
"Cleveland-Elyria, OH","17460",2010,365,80,244,37,4,0,0,161,103,67,1,2,97,265,0
"Clinton, IA","17540",2010,365,157,198,10,0,0,0,125,80,53,0,0,82,283,0
"Coeur d'Alene, ID","17660",2010,180,175,5,0,0,0,0,84,46,37,0,2,178,0,0
"Colorado Springs, CO","17820",2010,365,248,112,4,1,0,0,151,77,46,0,0,354,10,1
"Columbia, MO","17860",2010,214,178,34,2,0,0,0,101,61,40,0,0,214,0,0
"Columbia, SC","17900",2010,365,182,177,6,0,0,0,136,84,51,0,4,164,195,2
"Columbus, GA-AL","17980",2010,365,191,169,3,1,1,0,245,76,50,0,0,123,242,0
"Columbus, OH","18140",2010,365,177,165,22,1,0,0,156,90,51,1,0,172,189,3
"Concord, NH","18180",2010,238,191,44,3,0,0,0,126,61,38,0,0,159,79,0
"Corning, NY","18500",2010,365,297,68,0,0,0,0,100,57,35,3,6,188,168,0
"Corpus Christi, TX","18580",2010,361,254,99,8,0,0,0,126,67,42,0,0,197,164,0
"Corsicana, TX","18620",2010,364,260,103,1,0,0,0,105,64,43,0,0,234,130,0
"Corvallis, OR","18700",2010,364,347,17,0,0,0,0,68,37,15,0,0,0,364,0
"Crescent City, CA","18860",2010,110,109,1,0,0,0,0,52,26,12,0,0,0,65,45
"Crestview-Fort Walton Beach-Destin, FL","18880",2010,365,310,52,3,0,0,0,147,58,37,0,0,365,0,0
"Cullowhee, NC","19000",2010,256,146,107,3,0,0,0,136,77,49,0,0,194,62,0
"Dallas-Fort Worth-Arlington, TX","19100",2010,365,163,174,23,5,0,0,172,93,52,0,23,193,148,1
"Dalton, GA","19140",2010,278,189,80,9,0,0,0,150,77,44,0,0,216,62,0
"Daphne-Fairhope-Foley, AL","19300",2010,274,188,80,6,0,0,0,150,71,43,0,0,192,82,0
"Davenport-Moline-Rock Island, IA-IL","19340",2010,365,137,222,6,0,0,0,117,81,56,0,0,81,198,86
"Dayton, OH","19380",2010,365,133,207,25,0,0,0,140,90,57,0,0,148,217,0
"Decatur, AL","19460",2010,361,187,171,3,0,0,0,108,74,50,0,0,149,212,0
"Decatur, IL","19500",2010,365,215,150,0,0,0,0,99,71,46,0,0,201,164,0
"Deltona-Daytona Beach-Ormond Beach, FL","19660",2010,365,294,70,1,0,0,0,101,56,41,0,0,245,120,0
"Deming, NM","19700",2010,365,342,19,2,0,0,2,420,47,39,0,10,314,0,41
"Denver-Aurora-Lakewood, CO","19740",2010,365,104,223,36,2,0,0,161,101,61,0,72,243,45,5
"Des Moines-West Des Moines, IA","19780",2010,365,245,117,3,0,0,0,116,72,42,0,5,146,211,3
"Detroit-Warren-Dearborn, MI","19820",2010,365,181,162,20,2,0,0,159,90,51,0,28,156,179,2
"Dickinson, ND","19860",2010,354,337,17,0,0,0,0,90,47,37,0,0,346,8,0
"Dodge City, KS","19980",2010,365,365,0,0,0,0,0,49,28,14,0,0,0,0,365
"Dothan, AL","20020",2010,357,195,158,4,0,0,0,115,67,48,0,0,116,241,0
"Douglas, GA","20060",2010,59,45,14,0,0,0,0,83,63,36,0,0,0,59,0
"Dover, DE","20100",2010,307,207,88,9,3,0,0,166,84,43,0,0,245,62,0
"DuBois, PA","20180",2010,206,135,56,15,0,0,0,136,93,45,0,0,206,0,0
"Duluth, MN-WI","20260",2010,365,295,68,2,0,0,0,101,61,38,0,2,272,87,4
"Durango, CO","20420",2010,365,222,133,9,1,0,0,183,80,48,0,8,352,1,4
"Durham-Chapel Hill, NC","20500",2010,364,217,130,17,0,0,0,129,80,46,0,0,163,201,0
"Eagle Pass, TX","20580",2010,313,264,49,0,0,0,0,79,55,29,0,0,0,313,0
"East Stroudsburg, PA","20700",2010,260,175,74,11,0,0,0,136,84,43,0,0,183,77,0
"Eau Claire, WI","20740",2010,44,34,10,0,0,0,0,93,71,30,0,0,0,42,2
"Effingham, IL","20820",2010,195,157,32,6,0,0,0,105,74,44,0,0,195,0,0
"El Centro, CA","20940",2010,365,163,151,51,0,0,0,140,108,53,1,53,265,42,4
"El Dorado, AR","20980",2010,120,67,53,0,0,0,0,95,62,47,0,0,0,120,0
"El Paso, TX","21340",2010,365,143,206,13,3,0,0,191,80,54,0,15,168,173,9
"Elizabethtown-Fort Knox, KY","21060",2010,343,207,131,5,0,0,0,115,69,47,0,0,167,176,0
"Elkhart-Goshen, IN","21140",2010,268,180,86,2,0,0,0,110,73,44,0,0,157,111,0
"Elko, NV","21220",2010,300,295,4,1,0,0,0,139,38,19,0,0,0,32,268
"Ellensburg, WA","21260",2010,365,298,67,0,0,0,0,99,60,20,0,0,0,365,0
"Elmira, NY","21300",2010,363,323,37,3,0,0,0,122,54,35,0,0,363,0,0
"Emporia, KS","21380",2010,121,109,11,1,0,0,0,138,50,23,0,0,0,121,0
"Erie, PA","21500",2010,365,222,134,9,0,0,0,143,73,42,8,33,130,191,3
"Espa¤ola, NM","21580",2010,104,104,0,0,0,0,0,41,16,9,0,0,0,104,0
"Eugene, OR","21660",2010,365,255,105,5,0,0,0,127,68,38,0,0,123,241,1
"Eureka-Arcata-Fortuna, CA","21700",2010,365,358,7,0,0,0,0,71,39,29,5,6,316,35,3
"Evanston, WY","21740",2010,364,286,76,2,0,0,0,135,61,44,0,3,350,0,11
"Evansville, IN-KY","21780",2010,365,112,234,19,0,0,0,122,87,58,3,2,139,221,0
"Fairbanks, AK","21820",2010,355,222,98,27,8,0,0,172,99,36,2,0,0,353,0
"Fairmont, WV","21900",2010,101,46,55,0,0,0,0,99,68,52,0,0,0,101,0
"Fallon, NV","21980",2010,207,186,21,0,0,0,0,80,51,40,0,0,207,0,0
"Fargo, ND-MN","22020",2010,365,273,91,1,0,0,0,124,64,39,2,21,159,161,22
"Farmington, NM","22140",2010,365,243,112,6,2,2,0,251,77,45,0,27,324,12,2
"Fayetteville, NC","22180",2010,362,208,146,7,1,0,0,151,77,48,0,0,165,197,0
"Fayetteville-Springdale-Rogers, AR-MO","22220",2010,365,276,88,1,0,0,0,112,65,40,0,0,302,63,0
"Fernley, NV","22280",2010,192,167,24,1,0,0,0,101,54,37,0,0,192,0,0
"Findlay, OH","22300",2010,61,61,0,0,0,0,0,39,34,22,0,0,0,0,61
"Flagstaff, AZ","22380",2010,363,237,122,4,0,0,0,136,74,46,0,0,343,6,14
"Flint, MI","22420",2010,242,175,64,3,0,0,0,115,74,43,0,0,169,73,0
"Florence, SC","22500",2010,336,249,83,4,0,0,0,112,67,43,0,0,280,56,0
"Florence-Muscle Shoals, AL","22520",2010,355,208,146,1,0,0,0,105,67,47,0,0,114,241,0
"Fond du Lac, WI","22540",2010,207,190,16,1,0,0,0,101,49,39,0,0,207,0,0
"Fort Collins, CO","22660",2010,365,170,174,21,0,0,0,140,90,51,0,0,357,8,0
"Fort Madison-Keokuk, IA-IL-MO","22800",2010,115,68,45,2,0,0,0,115,67,43,0,0,0,115,0
"Fort Payne, AL","22840",2010,358,248,106,4,0,0,0,101,74,43,0,0,303,55,0
"Fort Smith, AR-OK","22900",2010,301,215,85,1,0,0,0,129,68,42,0,21,210,70,0
"Fort Wayne, IN","23060",2010,365,129,227,9,0,0,0,121,82,56,10,0,43,312,0
"Frankfort, KY","23180",2010,122,72,50,0,0,0,0,80,63,48,0,0,0,122,0
"Fresno, CA","23420",2010,365,99,179,65,21,1,0,209,130,70,0,1,211,153,0
"Gadsden, AL","23460",2010,363,148,214,1,0,0,0,104,74,54,0,0,78,285,0
"Gaffney, SC","23500",2010,342,270,68,4,0,0,0,126,71,40,0,0,342,0,0
"Gainesville, FL","23540",2010,365,275,89,1,0,0,0,101,59,41,0,0,236,129,0
"Gainesville, GA","23580",2010,354,136,218,0,0,0,0,99,76,55,0,0,0,354,0
"Gallup, NM","23700",2010,269,269,0,0,0,0,0,31,19,12,0,0,0,0,269
"Gardnerville Ranchos, NV","23820",2010,339,339,0,0,0,0,0,36,16,8,339,0,0,0,0
"Georgetown, SC","23860",2010,364,340,24,0,0,0,0,85,46,22,0,0,0,0,364
"Gettysburg, PA","23900",2010,365,191,162,10,2,0,0,166,84,49,0,0,204,161,0
"Gillette, WY","23940",2010,365,237,127,1,0,0,0,124,69,45,0,2,219,19,125
"Glenwood Springs, CO","24060",2010,365,150,203,11,1,0,0,164,87,54,0,0,364,0,1
"Goldsboro, NC","24140",2010,356,243,113,0,0,0,0,92,59,43,0,0,0,356,0
"Grand Island, NE","24260",2010,113,100,13,0,0,0,0,76,52,26,0,0,0,113,0
"Grand Junction, CO","24300",2010,365,227,132,6,0,0,0,120,74,47,2,0,310,31,22
"Grand Rapids-Wyoming, MI","24340",2010,365,277,83,5,0,0,0,126,71,38,1,0,308,56,0
"Grants Pass, OR","24420",2010,365,328,36,1,0,0,0,103,51,22,0,0,0,365,0
"Great Falls, MT","24500",2010,365,315,50,0,0,0,0,99,53,29,17,0,0,348,0
"Greeley, CO","24540",2010,365,231,127,7,0,0,0,126,77,46,18,0,308,38,1
"Green Bay, WI","24580",2010,356,239,105,11,1,0,0,159,74,41,0,0,148,208,0
"Greensboro-High Point, NC","24660",2010,364,198,147,17,2,0,0,156,87,48,0,0,155,208,1
"Greenville, NC","24780",2010,257,175,79,3,0,0,0,136,74,44,0,0,188,69,0
"Greenville-Anderson-Mauldin, SC","24860",2010,365,168,185,12,0,0,0,129,84,52,0,7,194,164,0
"Greenwood, SC","24940",2010,316,252,64,0,0,0,0,100,64,41,0,0,316,0,0
"Grenada, MS","24980",2010,119,82,37,0,0,0,0,75,57,39,0,0,0,119,0
"Guayama, PR","25020",2010,117,108,9,0,0,0,0,86,45,18,0,0,0,7,110
"Gulfport-Biloxi-Pascagoula, MS","25060",2010,364,203,148,13,0,0,0,140,75,48,0,3,142,219,0
"Hagerstown-Martinsburg, MD-WV","25180",2010,306,153,137,15,1,0,0,161,87,51,0,0,170,136,0
"Hammond, LA","25220",2010,115,96,19,0,0,0,0,67,54,37,0,0,0,115,0
"Hanford-Corcoran, CA","25260",2010,365,66,216,65,15,3,0,208,129,70,0,1,151,211,2
"Harrisburg-Carlisle, PA","25420",2010,365,147,204,13,1,0,0,154,89,56,0,2,78,285,0
"Harrison, AR","25460",2010,365,291,72,2,0,0,0,105,64,39,0,0,342,23,0
"Harrisonburg, VA","25500",2010,362,262,98,2,0,0,0,129,67,41,0,114,184,64,0
"Hartford-West Hartford-East Hartford, CT","25540",2010,365,272,78,13,2,0,0,190,74,38,15,69,164,117,0
"Hattiesburg, MS","25620",2010,115,64,51,0,0,0,0,76,64,48,0,0,0,115,0
"Helena, MT","25740",2010,360,284,62,11,3,0,0,158,68,25,0,0,0,360,0
"Helena-West Helena, AR","25760",2010,120,64,56,0,0,0,0,75,62,46,0,0,0,120,0
"Hermiston-Pendleton, OR","25840",2010,365,279,86,0,0,0,0,93,61,37,0,0,150,212,3
"Hickory-Lenoir-Morganton, NC","25860",2010,364,186,171,7,0,0,0,140,74,50,0,0,130,234,0
"Hilo, HI","25900",2010,365,33,317,13,2,0,0,155,87,65,0,0,0,365,0
"Hobbs, NM","26020",2010,365,349,16,0,0,0,0,64,44,35,0,24,278,60,3
"Holland, MI","26090",2010,244,165,74,5,0,0,0,122,79,42,0,0,176,68,0
"Homosassa Springs, FL","26140",2010,122,106,16,0,0,0,0,65,52,32,0,0,0,122,0
"Hot Springs, AR","26300",2010,121,71,50,0,0,0,0,72,62,45,0,0,0,121,0
"Houghton, MI","26340",2010,112,109,3,0,0,0,0,55,34,10,0,0,0,112,0
"Houma-Thibodaux, LA","26380",2010,364,257,99,8,0,0,0,129,67,43,0,0,249,115,0
"Houston-The Woodlands-Sugar Land, TX","26420",2010,365,122,199,27,17,0,0,179,108,56,0,30,138,193,4
"Huntington, IN","26540",2010,182,159,23,0,0,0,0,90,54,41,0,0,182,0,0
"Huntington-Ashland, WV-KY-OH","26580",2010,365,145,203,16,1,0,0,152,87,55,0,6,126,233,0
"Huntsville, AL","26620",2010,335,230,101,4,0,0,0,136,74,44,0,0,201,84,50
"Idaho Falls, ID","26820",2010,331,287,44,0,0,0,0,77,54,43,0,0,315,16,0
"Indiana, PA","26860",2010,214,133,67,13,1,0,0,159,87,45,0,0,214,0,0
"Indianapolis-Carmel-Anderson, IN","26900",2010,365,97,245,23,0,0,0,143,93,61,0,0,103,261,1
"Iowa City, IA","26980",2010,365,180,181,4,0,0,0,112,75,51,0,0,0,363,2
"Iron Mountain, MI-WI","27020",2010,177,163,14,0,0,0,0,93,50,34,0,0,177,0,0
"Ithaca, NY","27060",2010,345,298,43,4,0,0,0,122,58,37,0,0,345,0,0
"Jackson, MS","27140",2010,362,216,145,1,0,0,0,108,64,46,0,0,102,260,0
"Jackson, TN","27180",2010,58,58,0,0,0,0,0,29,22,15,0,0,0,0,58
"Jackson, WY-ID","27220",2010,365,281,84,0,0,0,0,90,61,44,4,0,355,4,2
"Jacksonville, FL","27260",2010,365,243,117,5,0,0,0,147,68,45,0,1,227,135,2
"Jamestown-Dunkirk-Fredonia, NY","27460",2010,365,278,71,15,1,0,0,159,72,39,0,0,345,20,0
"Janesville-Beloit, WI","27500",2010,214,183,30,1,0,0,0,101,61,41,0,0,214,0,0
"Jasper, IN","27540",2010,119,48,71,0,0,0,0,91,75,53,0,0,0,118,1
"Jefferson City, MO","27620",2010,214,172,41,1,0,0,0,119,61,42,0,0,214,0,0
"Johnstown, PA","27780",2010,365,171,184,10,0,0,0,150,77,52,0,13,69,283,0
"Joplin, MO","27900",2010,365,273,86,6,0,0,0,140,80,39,0,0,203,0,162
"Juneau, AK","27940",2010,359,264,94,1,0,0,0,112,66,26,0,0,0,359,0
"Kahului-Wailuku-Lahaina, HI","27980",2010,343,335,8,0,0,0,0,75,34,18,0,0,0,343,0
"Kalamazoo-Portage, MI","28020",2010,242,160,81,1,0,0,0,119,67,44,0,0,169,73,0
"Kalispell, MT","28060",2010,365,264,101,0,0,0,0,95,61,41,0,0,170,193,2
"Kansas City, MO-KS","28140",2010,365,134,208,23,0,0,0,147,90,56,0,8,160,193,4
"Keene, NH","28300",2010,365,270,94,1,0,0,0,106,65,37,0,0,234,131,0
"Kennewick-Richland, WA","28420",2010,365,336,29,0,0,0,0,76,46,22,0,0,0,352,13
"Killeen-Temple, TX","28660",2010,362,316,40,6,0,0,0,115,58,37,0,0,362,0,0
"Kingsport-Bristol-Bristol, TN-VA","28700",2010,365,251,108,6,0,0,0,133,80,44,1,88,213,63,0
"Kingston, NY","28740",2010,363,317,44,2,0,0,0,115,54,37,0,0,363,0,0
"Kingsville, TX","28780",2010,307,232,75,0,0,0,0,91,59,35,0,0,0,307,0
"Kinston, NC","28820",2010,260,184,74,2,0,0,0,140,71,44,0,0,190,70,0
"Klamath Falls, OR","28900",2010,363,274,85,4,0,0,0,143,67,26,0,0,0,363,0
"Knoxville, TN","28940",2010,365,124,201,40,0,0,0,147,101,58,0,0,224,118,23
"Kokomo, IN","29020",2010,112,67,44,1,0,0,0,113,79,43,0,0,0,112,0
"La Crosse-Onalaska, WI-MN","29100",2010,310,246,63,1,0,0,0,110,59,39,0,0,179,131,0
"La Grande, OR","29260",2010,365,307,57,1,0,0,0,106,56,25,0,0,0,362,3
"Laconia, NH","29060",2010,213,187,23,3,0,0,0,119,54,38,0,0,180,33,0
"Lafayette, LA","29180",2010,365,153,202,10,0,0,0,129,79,53,0,0,125,240,0
"Lafayette-West Lafayette, IN","29200",2010,365,163,196,6,0,0,0,120,80,54,0,0,89,276,0
"Lake Charles, LA","29340",2010,365,225,131,9,0,0,0,147,74,46,0,3,183,179,0
"Lake City, FL","29380",2010,361,236,124,1,0,0,0,101,63,44,0,0,148,213,0
"Lake Havasu City-Kingman, AZ","29420",2010,118,118,0,0,0,0,0,38,26,14,0,0,0,65,53
"Lakeland-Winter Haven, FL","29460",2010,365,261,102,2,0,0,0,122,63,44,0,0,218,146,1
"Lancaster, PA","29540",2010,365,196,141,26,2,0,0,174,93,48,0,17,155,189,4
"Lansing-East Lansing, MI","29620",2010,304,241,62,1,0,0,0,115,64,40,0,14,232,58,0
"Laramie, WY","29660",2010,365,228,134,3,0,0,0,116,71,48,0,0,312,5,48
"Laredo, TX","29700",2010,365,266,99,0,0,0,0,100,63,40,0,0,140,209,16
"Las Cruces, NM","29740",2010,365,143,210,7,1,0,4,671,84,54,0,7,202,46,110
"Las Vegas-Henderson-Paradise, NV","29820",2010,365,156,176,33,0,0,0,147,100,54,0,4,291,70,0
"Laurel, MS","29860",2010,121,52,69,0,0,0,0,88,66,52,0,0,0,121,0
"Lawrenceburg, TN","29980",2010,58,34,24,0,0,0,0,72,59,46,0,0,0,58,0
"Lawton, OK","30020",2010,365,242,121,2,0,0,0,136,64,45,0,0,208,157,0
"Lewiston, ID-WA","30300",2010,365,322,43,0,0,0,0,87,52,25,0,0,0,365,0
"Lewiston-Auburn, ME","30340",2010,365,317,46,1,1,0,0,158,54,34,0,0,144,221,0
"Lexington, NE","30420",2010,58,54,4,0,0,0,0,69,38,19,0,0,0,0,58
"Lexington-Fayette, KY","30460",2010,365,207,151,7,0,0,0,115,74,48,0,17,175,173,0
"Lima, OH","30620",2010,365,222,131,11,1,0,0,153,81,45,0,0,179,183,3
"Lincoln, NE","30700",2010,359,335,23,1,0,0,0,108,44,29,94,0,183,82,0
"Little Rock-North Little Rock-Conway, AR","30780",2010,365,141,216,8,0,0,0,133,80,55,0,3,136,226,0
"Logan, UT-ID","30860",2010,365,190,155,14,6,0,0,160,85,49,0,9,154,202,0
"Longview, TX","30980",2010,364,294,60,10,0,0,0,133,71,37,0,3,361,0,0
"Longview, WA","31020",2010,364,356,8,0,0,0,0,64,35,16,0,0,0,364,0
"Los Alamos, NM","31060",2010,112,112,0,0,0,0,0,30,16,10,0,0,0,112,0
"Los Angeles-Long Beach-Anaheim, CA","31080",2010,365,32,218,100,15,0,0,200,138,77,0,36,172,156,1
