"CBSA","CBSA Code","Year","Days with AQI","Good Days","Moderate Days","Unhealthy for Sensitive Groups Days","Unhealthy Days","Very Unhealthy Days","Hazardous Days","Max AQI","90th Percentile AQI","Median AQI","Days CO","Days NO2","Days Ozone","Days PM2.5","Days PM10"
"Hagerstown-Martinsburg, MD-WV","25180",2005,267,118,123,24,2,0,0,164,100,54,0,0,173,94,0
"Hammond, LA","25220",2005,116,56,58,2,0,0,0,119,78,52,0,0,0,116,0
"Hanford-Corcoran, CA","25260",2005,364,201,115,41,7,0,0,182,105,48,0,64,246,49,5
"Harrisburg-Carlisle, PA","25420",2005,365,131,195,34,5,0,0,174,105,61,0,19,110,236,0
"Harrison, AR","25460",2005,364,277,82,5,0,0,0,115,68,41,0,0,317,47,0
"Harrisonburg, VA","25500",2005,365,364,1,0,0,0,0,51,39,27,0,354,0,0,11
"Hartford-West Hartford-East Hartford, CT","25540",2005,365,220,119,16,8,2,0,205,93,45,15,51,169,130,0
"Hattiesburg, MS","25620",2005,109,42,63,3,1,0,0,155,80,53,0,0,0,109,0
"Helena, MT","25740",2005,358,337,18,3,0,0,0,113,40,17,0,0,0,93,265
"Helena-West Helena, AR","25760",2005,108,53,53,2,0,0,0,119,81,51,0,0,0,108,0
"Hermiston-Pendleton, OR","25840",2005,362,286,72,4,0,0,0,138,71,21,0,0,0,344,18
"Hickory-Lenoir-Morganton, NC","25860",2005,268,124,128,16,0,0,0,143,93,53,0,0,168,99,1
"Hilo, HI","25900",2005,113,105,8,0,0,0,0,86,46,6,0,0,0,113,0
"Hilton Head Island-Bluffton-Beaufort, SC","25940",2005,90,48,40,2,0,0,0,117,68,47,0,0,0,90,0
"Hobbs, NM","26020",2005,365,281,76,8,0,0,0,143,67,43,0,25,293,47,0
"Holland, MI","26090",2005,362,191,129,32,8,2,0,208,108,49,0,0,152,210,0
"Homosassa Springs, FL","26140",2005,121,96,24,1,0,0,0,103,56,33,0,0,0,121,0
"Hot Springs, AR","26300",2005,115,55,59,1,0,0,0,111,76,52,0,0,0,115,0
"Houghton, MI","26340",2005,119,107,12,0,0,0,0,70,52,11,0,0,0,119,0
"Houma-Thibodaux, LA","26380",2005,362,193,145,23,1,0,0,154,93,49,0,0,175,187,0
"Houston-The Woodlands-Sugar Land, TX","26420",2005,363,51,211,57,37,7,0,219,156,67,0,19,156,169,19
"Huntington, IN","26540",2005,171,95,60,16,0,0,0,140,97,48,0,0,171,0,0
"Huntington-Ashland, WV-KY-OH","26580",2005,365,187,147,29,2,0,0,173,97,50,0,110,157,97,1
"Huntsville, AL","26620",2005,364,228,115,21,0,0,0,133,88,44,0,0,280,81,3
"Idaho Falls, ID","26820",2005,330,326,4,0,0,0,0,78,29,20,0,0,0,330,0
"Indiana, PA","26860",2005,364,273,61,26,4,0,0,172,93,33,0,151,213,0,0
"Indianapolis-Carmel-Anderson, IN","26900",2005,365,80,227,51,7,0,0,182,117,63,0,14,108,243,0
"Iowa City, IA","26980",2005,122,68,49,5,0,0,0,131,74,46,0,0,0,122,0
"Iron Mountain, MI-WI","27020",2005,195,156,36,3,0,0,0,133,74,38,0,0,174,21,0
"Ithaca, NY","27060",2005,363,285,66,10,2,0,0,151,77,40,0,0,332,31,0
"Jackson, MS","27140",2005,365,148,206,10,1,0,0,168,79,54,0,0,83,282,0
"Jackson, TN","27180",2005,104,79,25,0,0,0,0,78,58,34,0,0,0,73,31
"Jackson, WY-ID","27220",2005,364,313,50,1,0,0,0,106,54,44,10,0,332,19,3
"Jacksonville, FL","27260",2005,365,155,192,15,3,0,0,175,87,53,0,2,124,232,7
"Jacksonville, NC","27340",2005,120,76,43,1,0,0,0,117,68,42,0,0,0,118,2
"Jamestown-Dunkirk-Fredonia, NY","27460",2005,365,257,78,24,6,0,0,179,97,40,0,0,317,48,0
"Janesville-Beloit, WI","27500",2005,185,119,52,14,0,0,0,150,97,44,0,0,185,0,0
"Jasper, IN","27540",2005,120,32,82,5,1,0,0,151,88,58,0,0,0,120,0
"Johnstown, PA","27780",2005,365,244,106,14,1,0,0,151,80,40,0,110,147,98,10
"Joplin, MO","27900",2005,359,301,57,1,0,0,0,102,59,26,0,0,0,0,359
"Juneau, AK","27940",2005,115,99,14,2,0,0,0,125,57,20,0,0,0,110,5
"Kahului-Wailuku-Lahaina, HI","27980",2005,345,330,14,1,0,0,0,101,38,19,0,0,0,39,306
"Kalamazoo-Portage, MI","28020",2005,239,122,98,18,1,0,0,156,97,50,0,0,157,82,0
"Kalispell, MT","28060",2005,365,302,62,1,0,0,0,105,58,38,23,0,201,59,82
"Kansas City, MO-KS","28140",2005,365,125,188,36,15,1,0,210,115,58,1,33,166,162,3
"Kapaa, HI","28180",2005,220,220,0,0,0,0,0,28,22,13,0,0,0,0,220
"Keene, NH","28300",2005,212,170,38,4,0,0,0,143,71,40,0,0,171,41,0
"Kennewick-Richland, WA","28420",2005,365,302,60,1,1,0,1,486,56,31,0,0,0,308,57
"Kingsport-Bristol-Bristol, TN-VA","28700",2005,365,206,128,30,1,0,0,156,93,46,19,80,179,87,0
"Kingston, NY","28740",2005,355,302,42,11,0,0,0,147,58,40,0,0,355,0,0
"Kingsville, TX","28780",2005,346,257,87,2,0,0,0,114,60,39,0,0,0,346,0
"Kinston, NC","28820",2005,255,149,87,17,2,0,0,167,90,47,0,0,173,82,0
"Klamath Falls, OR","28900",2005,362,257,83,22,0,0,0,149,80,32,0,0,0,362,0
"Knoxville, TN","28940",2005,365,89,207,59,10,0,0,166,126,64,0,0,177,164,24
"Kokomo, IN","29020",2005,111,43,65,3,0,0,0,121,86,54,0,0,0,111,0
"La Crosse-Onalaska, WI-MN","29100",2005,7,2,5,0,0,0,0,94,94,64,0,0,0,7,0
"La Grande, OR","29260",2005,365,292,68,4,1,0,0,151,66,26,0,0,0,355,10
"Laconia, NH","29060",2005,213,178,29,6,0,0,0,129,64,37,0,0,175,38,0
"Lafayette, LA","29180",2005,308,192,98,16,2,0,0,159,93,44,0,0,239,69,0
"Lafayette-West Lafayette, IN","29200",2005,305,136,149,19,1,0,0,154,91,54,0,0,97,208,0
"Lake Charles, LA","29340",2005,348,163,160,22,3,0,0,164,91,52,0,4,155,189,0
"Lake City, FL","29380",2005,363,296,60,7,0,0,0,126,67,36,0,0,363,0,0
"Lake Havasu City-Kingman, AZ","29420",2005,120,113,7,0,0,0,0,68,44,19,0,0,0,87,33
"Lakeland-Winter Haven, FL","29460",2005,365,279,76,10,0,0,0,150,71,39,0,0,296,61,8
"Lancaster, PA","29540",2005,365,215,106,40,4,0,0,177,108,44,0,108,165,87,5
"Lansing-East Lansing, MI","29620",2005,243,129,87,26,1,0,0,174,105,48,0,0,161,82,0
"Laramie, WY","29660",2005,359,268,91,0,0,0,0,100,61,46,0,0,355,0,4
"Laredo, TX","29700",2005,365,244,118,3,0,0,0,104,64,44,3,0,119,216,27
"Las Cruces, NM","29740",2005,365,140,195,29,0,0,1,874,97,55,0,8,207,33,117
"Las Vegas-Henderson-Paradise, NV","29820",2005,365,104,197,55,9,0,0,200,115,62,0,19,221,96,29
"Laurel, MS","29860",2005,115,38,74,3,0,0,0,129,79,55,0,0,0,115,0
"Lawrence, KS","29940",2005,359,285,64,9,1,0,0,156,74,37,0,0,359,0,0
"Lawrenceburg, TN","29980",2005,118,67,48,3,0,0,0,109,73,45,0,0,0,118,0
"Lawton, OK","30020",2005,365,277,69,19,0,0,0,150,87,39,0,0,344,21,0
"Lewiston, ID-WA","30300",2005,336,320,16,0,0,0,0,67,39,20,0,0,0,303,33
"Lewiston-Auburn, ME","30340",2005,171,153,16,2,0,0,0,150,51,29,0,0,140,0,31
"Lexington, NE","30420",2005,61,45,16,0,0,0,0,87,64,38,0,0,0,0,61
"Lexington-Fayette, KY","30460",2005,362,206,130,25,1,0,0,162,93,46,0,98,173,91,0
"Lima, OH","30620",2005,238,147,68,21,2,0,0,159,100,44,0,0,210,0,28
"Lincoln, NE","30700",2005,363,329,33,1,0,0,0,101,50,31,100,0,185,78,0
"Little Rock-North Little Rock-Conway, AR","30780",2005,365,125,196,40,4,0,0,169,101,61,0,7,154,204,0
"Logan, UT-ID","30860",2005,365,221,106,23,15,0,0,167,105,47,0,78,144,139,4
