"CBSA","CBSA Code","Year","Days with AQI","Good Days","Moderate Days","Unhealthy for Sensitive Groups Days","Unhealthy Days","Very Unhealthy Days","Hazardous Days","Max AQI","90th Percentile AQI","Median AQI","Days CO","Days NO2","Days Ozone","Days PM2.5","Days PM10"
"Bay City, MI","13020",2023,181,136,39,3,3,0,0,181,60,35,0,0,0,181,0
"Beatrice, NE","13100",2023,261,228,30,2,1,0,0,160,54,27,0,0,0,261,0
"Beaumont-Port Arthur, TX","13140",2023,181,106,71,4,0,0,0,122,72,47,0,0,94,87,0
"Beaver Dam, WI","13180",2023,182,116,49,13,3,1,0,203,97,44,1,0,128,53,0
"Bellingham, WA","13380",2023,181,179,2,0,0,0,0,77,39,28,0,0,87,94,0
"Bemidji, MN","13420",2023,177,145,29,2,1,0,0,155,61,14,0,0,0,177,0
"Bend-Redmond, OR","13460",2023,212,193,10,6,2,0,1,332,45,17,0,0,0,212,0
"Bennington, VT","13540",2023,180,158,18,2,2,0,0,156,51,39,0,0,157,23,0
"Berlin, NH-VT","13620",2023,181,153,26,2,0,0,0,136,61,44,0,0,181,0,0
"Billings, MT","13740",2023,177,167,10,0,0,0,0,94,43,19,0,0,0,177,0
"Birmingham-Hoover, AL","13820",2023,182,72,98,8,3,1,0,230,91,54,1,0,63,118,0
"Bishop, CA","13860",2023,273,117,137,12,2,0,5,757,90,57,0,0,177,68,28
"Bismarck, ND","13900",2023,229,143,70,12,3,1,0,286,85,45,0,4,144,81,0
"Blacksburg-Christiansburg-Radford, VA","13980",2023,208,172,35,1,0,0,0,101,58,43,0,0,208,0,0
"Bloomington, IL","14010",2023,273,157,103,10,2,1,0,264,84,47,0,0,143,130,0
"Bloomington, IN","14020",2023,273,190,71,10,1,1,0,205,71,44,0,0,155,118,0
"Boise City, ID","14260",2023,182,134,47,1,0,0,0,101,58,46,1,2,124,54,1
"Boston-Cambridge-Newton, MA-NH","14460",2023,182,130,47,5,0,0,0,136,64,45,1,0,113,68,0
"Boulder, CO","14500",2023,249,133,111,3,2,0,0,173,77,49,0,0,173,74,2
"Bowling Green, KY","14540",2023,243,189,49,4,1,0,0,154,64,42,0,0,184,59,0
"Bozeman, MT","14580",2023,244,235,9,0,0,0,0,98,32,19,1,5,0,238,0
"Brainerd, MN","14660",2023,181,130,44,6,1,0,0,161,84,43,0,0,102,79,0
"Bremerton-Silverdale, WA","14740",2023,170,168,2,0,0,0,0,56,30,15,0,0,0,170,0
"Bridgeport-Stamford-Norwalk, CT","14860",2023,181,131,41,5,3,1,0,217,77,44,0,9,98,73,1
"Brookings, SD","15100",2023,181,134,43,3,1,0,0,155,74,44,0,0,163,15,3
"Brownsville-Harlingen, TX","15180",2023,181,80,96,5,0,0,0,141,85,54,0,0,55,126,0
"Brunswick, GA","15260",2023,271,229,42,0,0,0,0,88,56,38,0,0,122,149,0
"Buffalo-Cheektowaga-Niagara Falls, NY","15380",2023,273,181,84,5,3,0,0,169,76,43,0,6,129,138,0
"Burlington-South Burlington, VT","15540",2023,182,153,25,3,1,0,0,158,56,42,3,0,145,34,0
"Butte-Silver Bow, MT","15580",2023,181,148,31,2,0,0,0,124,59,20,0,0,0,136,45
"Cadillac, MI","15620",2023,212,153,52,5,2,0,0,187,80,44,0,0,149,63,0
"Cambridge, MD","15700",2023,212,168,38,3,3,0,0,171,61,43,0,0,186,26,0
"Canton-Massillon, OH","15940",2023,243,126,107,7,2,1,0,258,82,49,0,0,116,127,0
"Cape Coral-Fort Myers, FL","15980",2023,181,164,16,1,0,0,0,101,49,36,0,0,181,0,0
"Carlsbad-Artesia, NM","16100",2023,228,100,117,11,0,0,0,143,93,54,0,1,227,0,0
"Carson City, NV","16180",2023,180,128,52,0,0,0,0,97,64,46,0,0,152,28,0
"Casper, WY","16220",2023,181,166,14,1,0,0,0,102,50,44,0,4,171,6,0
"Ca¤on City, CO","15860",2023,80,79,1,0,0,0,0,71,23,13,0,0,0,0,80
"Cedar City, UT","16260",2023,273,223,49,1,0,0,0,103,60,44,0,15,254,4,0
"Cedar Rapids, IA","16300",2023,273,133,122,14,4,0,0,190,84,51,0,0,122,151,0
"Centralia, WA","16500",2023,177,172,5,0,0,0,0,60,35,17,0,0,0,177,0
"Chambersburg-Waynesboro, PA","16540",2023,120,91,27,2,0,0,0,133,80,45,0,0,120,0,0
"Champaign-Urbana, IL","16580",2023,273,171,89,11,1,1,0,252,77,46,0,0,177,96,0
"Charleston, WV","16620",2023,178,152,25,0,1,0,0,152,60,40,1,0,100,77,0
"Charleston-North Charleston, SC","16700",2023,273,211,60,2,0,0,0,105,61,42,0,0,148,123,2
"Charlotte-Concord-Gastonia, NC-SC","16740",2023,274,158,108,8,0,0,0,150,80,48,1,0,190,83,0
"Charlottesville, VA","16820",2023,180,139,37,1,3,0,0,164,68,42,0,0,89,91,0
"Chattanooga, TN-GA","16860",2023,273,160,110,3,0,0,0,145,74,47,0,0,123,150,0
"Cheyenne, WY","16940",2023,182,131,46,4,1,0,0,155,64,46,1,1,168,6,6
"Chicago-Naperville-Elgin, IL-IN-WI","16980",2023,274,96,139,29,8,2,0,221,115,57,1,9,138,119,7
"Chico, CA","17020",2023,181,148,33,0,0,0,0,87,57,43,0,0,157,24,0
"Cincinnati, OH-KY-IN","17140",2023,244,101,120,19,4,0,0,185,100,54,1,8,105,124,6
"Claremont-Lebanon, NH-VT","17200",2023,181,171,10,0,0,0,0,80,48,39,0,0,151,30,0
"Clarksburg, WV","17220",2023,53,43,9,0,1,0,0,162,60,29,0,0,0,53,0
"Clarksville, TN-KY","17300",2023,181,131,46,4,0,0,0,115,62,43,0,0,90,91,0
"Clearlake, CA","17340",2023,104,104,0,0,0,0,0,43,40,33,0,0,89,15,0
"Cleveland, MS","17380",2023,180,122,55,3,0,0,0,126,70,44,0,0,69,111,0
"Cleveland-Elyria, OH","17460",2023,244,106,122,11,4,1,0,260,90,54,3,1,118,120,2
"Clinton, IA","17540",2023,273,143,113,13,3,1,0,210,87,50,0,0,126,147,0
"Coeur d'Alene, ID","17660",2023,177,166,11,0,0,0,0,66,41,21,0,0,0,177,0
"College Station-Bryan, TX","17780",2023,164,129,35,0,0,0,0,76,55,30,0,0,0,164,0
"Colorado Springs, CO","17820",2023,248,148,98,1,1,0,0,153,77,48,1,0,232,11,4
"Columbia, MO","17860",2023,91,50,36,5,0,0,0,143,90,49,0,0,91,0,0
"Columbia, SC","17900",2023,244,167,73,4,0,0,0,123,66,45,1,0,139,104,0
"Columbus, GA-AL","17980",2023,273,176,94,2,1,0,0,153,70,45,0,0,118,155,0
"Columbus, IN","18020",2023,267,196,63,7,1,0,0,194,71,44,0,0,176,91,0
"Columbus, OH","18140",2023,244,133,98,9,4,0,0,192,84,49,1,4,122,116,1
"Concord, NH","18180",2023,121,108,13,0,0,0,0,100,51,42,0,0,121,0,0
"Cookeville, TN","18260",2023,172,143,28,1,0,0,0,109,54,29,0,0,0,172,0
"Corning, NY","18500",2023,267,225,34,3,4,1,0,231,66,39,1,0,194,72,0
"Corpus Christi, TX","18580",2023,212,122,89,1,0,0,0,101,71,47,0,0,93,119,0
"Corsicana, TX","18620",2023,180,138,42,0,0,0,0,80,64,41,0,0,123,57,0
"Crescent City, CA","18860",2023,163,156,7,0,0,0,0,67,43,25,0,0,0,163,0
"Crestview-Fort Walton Beach-Destin, FL","18880",2023,57,48,9,0,0,0,0,84,64,42,0,0,52,0,5
"Dallas-Fort Worth-Arlington, TX","19100",2023,182,79,88,13,2,0,0,172,94,54,1,4,87,86,4
"Dalton, GA","19140",2023,151,115,32,4,0,0,0,108,77,44,0,0,151,0,0
"Daphne-Fairhope-Foley, AL","19300",2023,170,143,27,0,0,0,0,90,54,40,0,0,84,86,0
"Davenport-Moline-Rock Island, IA-IL","19340",2023,274,139,112,19,3,1,0,207,87,50,1,0,142,107,24
"Dayton, OH","19380",2023,243,130,100,10,3,0,0,189,80,49,0,0,143,99,1
"Decatur, AL","19460",2023,181,138,41,2,0,0,0,140,64,41,0,0,95,86,0
"Decatur, IL","19500",2023,273,156,101,14,1,1,0,262,82,48,0,0,149,124,0
"Deltona-Daytona Beach-Ormond Beach, FL","19660",2023,181,145,36,0,0,0,0,80,56,42,0,0,126,55,0
"Deming, NM","19700",2023,174,161,11,1,1,0,0,157,44,19,0,0,0,0,174
"Denver-Aurora-Lakewood, CO","19740",2023,267,65,175,24,2,1,0,277,101,64,0,24,187,43,13
"Des Moines-West Des Moines, IA","19780",2023,273,162,96,12,3,0,0,162,77,45,0,1,126,146,0
"Detroit-Warren-Dearborn, MI","19820",2023,182,54,104,17,7,0,0,200,110,58,1,4,43,132,2
"Dickinson, ND","19860",2023,212,172,32,6,1,1,0,201,67,42,0,0,173,39,0
"Dodge City, KS","19980",2023,180,165,14,1,0,0,0,147,48,15,0,0,0,0,180
"Douglas, GA","20060",2023,66,55,11,0,0,0,0,87,56,30,0,0,0,66,0
"Duluth, MN-WI","20260",2023,242,189,48,4,1,0,0,155,74,40,0,4,184,50,4
"Durango, CO","20420",2023,244,134,108,1,1,0,0,161,77,50,1,0,237,6,0
"Durham-Chapel Hill, NC","20500",2023,243,196,43,4,0,0,0,121,65,43,0,0,152,91,0
"Dyersburg, TN","20540",2023,176,154,22,0,0,0,0,67,54,30,0,0,0,176,0
"Eagle Pass, TX","20580",2023,172,130,41,1,0,0,0,101,62,28,0,0,0,172,0
"East Stroudsburg, PA","20700",2023,120,100,17,3,0,0,0,126,61,43,0,0,120,0,0
"Eau Claire, WI","20740",2023,181,112,54,10,5,0,0,161,93,45,0,0,72,109,0
"Effingham, IL","20820",2023,211,152,49,10,0,0,0,140,77,45,0,0,211,0,0
"El Centro, CA","20940",2023,191,77,97,11,1,2,3,505,98,55,0,0,115,35,41
"El Dorado, AR","20980",2023,90,65,24,1,0,0,0,102,59,39,0,0,0,90,0
"El Paso, TX","21340",2023,182,52,122,7,1,0,0,154,85,60,1,9,70,101,1
"Elizabethtown-Fort Knox, KY","21060",2023,186,131,52,2,1,0,0,151,79,43,0,0,89,97,0
"Elkhart-Goshen, IN","21140",2023,273,199,67,5,2,0,0,182,68,42,0,0,198,75,0
"Elko, NV","21220",2023,170,170,0,0,0,0,0,44,19,10,0,0,0,0,170
"Ellensburg, WA","21260",2023,181,165,15,1,0,0,0,106,49,18,0,0,0,181,0
"Erie, PA","21500",2023,244,196,40,6,2,0,0,173,59,35,2,24,68,106,44
"Espa¤ola, NM","21580",2023,169,145,24,0,0,0,0,71,54,44,0,0,169,0,0
"Eugene, OR","21660",2023,273,201,59,6,7,0,0,192,72,38,0,0,99,174,0
"Eureka-Arcata-Fortuna, CA","21700",2023,233,202,20,6,3,2,0,274,58,31,0,0,144,71,18
"Evanston, WY","21740",2023,181,181,0,0,0,0,0,32,12,6,0,0,0,0,181
"Evansville, IN-KY","21780",2023,273,167,97,8,1,0,0,172,76,46,0,0,144,128,1
"Fairbanks, AK","21820",2023,182,142,29,9,2,0,0,155,64,39,1,0,103,78,0
"Fairmont, WV","21900",2023,59,50,8,0,1,0,0,165,58,31,0,0,0,59,0
"Fallon, NV","21980",2023,180,149,31,0,0,0,0,80,61,44,0,0,180,0,0
"Fargo, ND-MN","22020",2023,205,105,92,6,2,0,0,169,85,49,0,2,107,96,0
"Farmington, NM","22140",2023,237,146,88,3,0,0,0,117,74,48,0,2,233,0,2
"Fayetteville, NC","22180",2023,243,166,76,1,0,0,0,129,67,45,0,0,133,110,0
"Fayetteville-Springdale-Rogers, AR-MO","22220",2023,273,186,82,5,0,0,0,119,67,45,0,0,261,12,0
"Fernley, NV","22280",2023,167,152,15,0,0,0,0,77,50,43,0,0,167,0,0
"Flagstaff, AZ","22380",2023,273,160,112,1,0,0,0,126,80,49,0,0,273,0,0
"Flint, MI","22420",2023,180,120,50,7,3,0,0,171,87,44,0,0,88,92,0
"Florence, SC","22500",2023,243,166,76,1,0,0,0,104,64,44,0,0,113,130,0
"Fond du Lac, WI","22540",2023,96,64,28,4,0,0,0,122,84,44,0,0,96,0,0
"Fort Collins, CO","22660",2023,244,103,137,3,1,0,0,156,80,51,1,0,220,23,0
"Fort Madison-Keokuk, IA-IL-MO","22800",2023,60,47,13,0,0,0,0,97,60,35,0,0,0,60,0
"Fort Payne, AL","22840",2023,212,155,55,2,0,0,0,133,63,43,0,0,141,71,0
"Fort Smith, AR-OK","22900",2023,205,158,47,0,0,0,0,84,61,41,0,2,77,126,0
"Fort Wayne, IN","23060",2023,243,132,101,7,3,0,0,199,90,49,0,0,144,99,0
"Fresno, CA","23420",2023,243,118,105,19,1,0,0,151,93,51,0,0,204,38,1
"Gadsden, AL","23460",2023,181,126,55,0,0,0,0,100,64,43,0,0,74,107,0
"Gainesville, FL","23540",2023,181,155,26,0,0,0,0,87,54,40,0,0,115,66,0
"Gainesville, GA","23580",2023,241,158,80,3,0,0,0,137,67,42,0,0,0,241,0
"Gardnerville Ranchos, NV","23820",2023,176,163,13,0,0,0,0,70,46,18,0,0,0,176,0
"Gettysburg, PA","23900",2023,244,166,69,5,3,1,0,216,80,45,25,7,141,71,0
"Gillette, WY","23940",2023,181,138,40,3,0,0,0,146,61,44,0,0,142,7,32
"Glenwood Springs, CO","24060",2023,132,127,5,0,0,0,0,71,48,31,0,0,90,0,42
"Grand Island, NE","24260",2023,265,225,37,0,3,0,0,179,55,29,0,0,0,265,0
"Grand Junction, CO","24300",2023,231,200,31,0,0,0,0,77,54,41,0,0,170,33,28
"Grand Rapids-Wyoming, MI","24340",2023,182,111,60,8,2,1,0,202,90,46,2,1,106,73,0
"Grants Pass, OR","24420",2023,212,173,34,3,2,0,0,158,64,28,0,0,0,212,0
"Great Falls, MT","24500",2023,174,149,22,3,0,0,0,131,54,34,0,0,0,174,0
"Greeley, CO","24540",2023,249,100,146,2,1,0,0,159,84,55,1,1,191,56,0
"Green Bay, WI","24580",2023,181,116,50,10,5,0,0,172,97,44,0,0,76,105,0
"Greenfield Town, MA","24640",2023,181,150,28,3,0,0,0,137,55,39,0,0,121,60,0
"Greensboro-High Point, NC","24660",2023,243,176,65,2,0,0,0,131,71,45,0,0,147,96,0
"Greenville, NC","24780",2023,243,200,41,2,0,0,0,118,58,42,0,0,125,118,0
"Greenville-Anderson-Mauldin, SC","24860",2023,273,163,108,2,0,0,0,126,71,47,0,0,171,102,0
"Guayama, PR","25020",2023,29,28,1,0,0,0,0,54,29,12,0,0,0,0,29
"Gulfport-Biloxi-Pascagoula, MS","25060",2023,181,121,57,3,0,0,0,108,66,45,0,0,71,110,0
"Hagerstown-Martinsburg, MD-WV","25180",2023,269,216,45,6,2,0,0,167,61,43,0,0,184,85,0
"Hailey, ID","25200",2023,163,161,2,0,0,0,0,59,26,15,0,0,0,163,0
"Hammond, LA","25220",2023,63,57,6,0,0,0,0,67,48,30,0,0,0,63,0
"Hanford-Corcoran, CA","25260",2023,212,162,43,7,0,0,0,129,67,41,0,0,170,0,42
"Harrisburg-Carlisle, PA","25420",2023,208,128,70,5,3,2,0,230,79,45,0,0,80,103,25
"Harrison, AR","25460",2023,273,237,36,0,0,0,0,90,58,40,0,0,273,0,0
"Harrisonburg, VA","25500",2023,212,186,24,1,1,0,0,163,55,37,0,54,114,44,0
"Hartford-West Hartford-East Hartford, CT","25540",2023,182,138,37,3,4,0,0,162,64,43,1,14,127,40,0
"Hattiesburg, MS","25620",2023,181,129,52,0,0,0,0,93,61,40,0,0,0,181,0
"Havre, MT","25660",2023,30,25,5,0,0,0,0,67,64,23,0,0,0,30,0
"Helena, MT","25740",2023,182,143,37,0,2,0,0,161,61,44,1,0,147,34,0
"Hermiston-Pendleton, OR","25840",2023,212,186,26,0,0,0,0,87,54,35,0,0,98,114,0
"Hickory-Lenoir-Morganton, NC","25860",2023,243,174,65,4,0,0,0,115,64,44,0,0,125,109,9
"Hilo, HI","25900",2023,226,220,6,0,0,0,0,68,35,17,0,0,0,226,0
"Hobbs, NM","26020",2023,180,119,58,3,0,0,0,133,77,45,0,0,152,28,0
"Holland, MI","26090",2023,181,130,37,11,3,0,0,181,87,42,0,0,102,79,0
"Homosassa Springs, FL","26140",2023,180,156,24,0,0,0,0,70,53,36,0,0,0,180,0
"Hot Springs, AR","26300",2023,76,59,17,0,0,0,0,63,56,34,0,0,0,76,0
"Houma-Thibodaux, LA","26380",2023,273,168,104,1,0,0,0,101,68,46,0,0,106,167,0
"Houston-The Woodlands-Sugar Land, TX","26420",2023,182,38,119,21,3,1,0,205,115,63,1,1,69,87,24
"Huntington-Ashland, WV-KY-OH","26580",2023,243,168,69,4,2,0,0,157,67,45,0,2,126,114,1
"Huntsville, AL","26620",2023,181,129,50,2,0,0,0,115,68,43,0,0,86,95,0
"Idaho Falls, ID","26820",2023,242,200,42,0,0,0,0,82,54,46,0,0,227,15,0
"Indiana, PA","26860",2023,183,136,40,4,3,0,0,197,72,43,0,0,73,110,0
"Indianapolis-Carmel-Anderson, IN","26900",2023,244,82,142,16,2,2,0,234,93,58,1,0,95,146,2
"Iowa City, IA","26980",2023,273,165,102,2,4,0,0,192,67,45,0,0,0,273,0
"Ithaca, NY","27060",2023,211,188,23,0,0,0,0,100,51,39,0,0,211,0,0
"Jackson, MS","27140",2023,182,109,71,2,0,0,0,115,68,47,1,0,87,94,0
"Jackson, TN","27180",2023,175,140,35,0,0,0,0,72,57,32,0,0,0,175,0
"Jackson, WY-ID","27220",2023,244,203,41,0,0,0,0,74,54,46,1,0,240,3,0
"Jacksonville, FL","27260",2023,182,118,64,0,0,0,0,83,66,45,1,1,90,90,0
"Jamestown-Dunkirk-Fredonia, NY","27460",2023,241,207,30,4,0,0,0,133,61,40,0,0,230,11,0
"Janesville-Beloit, WI","27500",2023,96,43,32,19,2,0,0,177,126,54,0,0,96,0,0
"Jasper, IN","27540",2023,117,88,28,1,0,0,0,130,64,34,0,0,0,114,3
"Jefferson City, MO","27620",2023,91,52,34,5,0,0,0,133,90,49,0,0,91,0,0
"Johnstown, PA","27780",2023,244,188,53,0,3,0,0,187,64,38,2,42,70,107,23
"Joplin, MO","27900",2023,150,112,35,3,0,0,0,119,72,44,0,0,84,0,66
"Juneau, AK","27940",2023,180,168,12,0,0,0,0,66,41,17,0,0,0,176,4
"Kahului-Wailuku-Lahaina, HI","27980",2023,163,162,0,0,1,0,0,152,29,18,0,0,0,163,0
"Kalamazoo-Portage, MI","28020",2023,176,95,73,5,3,0,0,200,79,48,0,0,76,100,0
"Kalispell, MT","28060",2023,242,199,40,1,2,0,0,158,57,41,0,0,161,58,23
"Kansas City, MO-KS","28140",2023,181,84,78,18,1,0,0,166,101,52,0,4,107,65,5
"Keene, NH","28300",2023,179,154,25,0,0,0,0,90,56,39,0,0,121,58,0
"Kennewick-Richland, WA","28420",2023,181,158,22,1,0,0,0,116,54,34,0,0,66,97,18
"Killeen-Temple, TX","28660",2023,181,133,48,0,0,0,0,93,68,44,0,0,147,34,0
"Kingsport-Bristol-Bristol, TN-VA","28700",2023,210,161,47,2,0,0,0,118,64,41,0,0,102,108,0
"Kingsville, TX","28780",2023,195,119,76,0,0,0,0,88,66,41,0,0,0,195,0
"Kinston, NC","28820",2023,183,152,30,1,0,0,0,105,58,44,0,0,183,0,0
"Klamath Falls, OR","28900",2023,211,173,38,0,0,0,0,80,56,23,0,0,0,211,0
"Knoxville, TN","28940",2023,273,157,108,8,0,0,0,149,74,47,0,0,166,107,0
"Kokomo, IN","29020",2023,243,160,71,10,2,0,0,186,74,44,0,0,174,69,0
"La Crosse-Onalaska, WI-MN","29100",2023,168,98,60,5,5,0,0,173,91,45,0,0,76,92,0
"La Grande, OR","29260",2023,181,179,2,0,0,0,0,72,28,16,0,0,0,177,4
"Laconia, NH","29060",2023,181,168,13,0,0,0,0,87,48,38,0,0,112,69,0
"Lafayette, LA","29180",2023,273,209,63,1,0,0,0,112,64,42,0,0,219,52,2
"Lafayette-West Lafayette, IN","29200",2023,243,173,59,9,2,0,0,190,74,43,0,0,165,78,0
"Lake Charles, LA","29340",2023,273,148,121,4,0,0,0,133,72,48,0,0,141,131,1
"Lake City, FL","29380",2023,180,134,46,0,0,0,0,86,58,43,0,0,104,76,0
"Lake Havasu City-Kingman, AZ","29420",2023,265,258,7,0,0,0,0,99,28,15,0,0,0,0,265
"Lakeland-Winter Haven, FL","29460",2023,181,143,37,1,0,0,0,101,63,42,0,0,149,32,0
"Lancaster, PA","29540",2023,183,57,113,8,3,2,0,285,93,59,0,0,37,146,0
"Lansing-East Lansing, MI","29620",2023,181,127,45,6,3,0,0,183,85,42,0,3,132,46,0
"Laramie, WY","29660",2023,212,103,107,2,0,0,0,132,74,51,0,0,184,3,25
"Laredo, TX","29700",2023,182,111,69,2,0,0,0,112,71,44,1,0,103,76,2
"Las Cruces, NM","29740",2023,185,97,80,5,3,0,0,196,77,50,0,11,120,14,40
"Las Vegas-Henderson-Paradise, NV","29820",2023,244,79,140,24,1,0,0,197,101,64,1,2,208,26,7
"Lawrenceburg, TN","29980",2023,180,142,38,0,0,0,0,74,57,31,0,0,0,180,0
"Lawton, OK","30020",2023,233,149,81,3,0,0,0,126,71,45,0,0,141,92,0
"Lebanon, PA","30140",2023,183,115,59,4,3,2,0,240,77,44,0,0,83,100,0
"Lewiston, ID-WA","30300",2023,181,142,37,2,0,0,0,113,59,34,0,0,0,181,0
"Lewiston-Auburn, ME","30340",2023,271,247,24,0,0,0,0,74,49,36,0,0,171,100,0
"Lexington-Fayette, KY","30460",2023,187,138,46,2,1,0,0,163,75,43,0,4,89,88,6
"Lima, OH","30620",2023,243,175,60,5,3,0,0,183,77,43,0,0,151,92,0
"Lincoln, NE","30700",2023,140,92,46,2,0,0,0,108,71,44,0,0,116,24,0
"Little Rock-North Little Rock-Conway, AR","30780",2023,274,154,115,4,1,0,0,174,71,47,1,0,108,165,0
"Logan, UT-ID","30860",2023,273,171,94,4,4,0,0,187,74,48,0,0,219,54,0
"Longview, TX","30980",2023,181,160,21,0,0,0,0,93,61,35,0,1,180,0,0
"Longview, WA","31020",2023,181,178,3,0,0,0,0,58,28,11,0,0,0,181,0
"Los Angeles-Long Beach-Anaheim, CA","31080",2023,212,74,118,18,2,0,0,192,100,58,0,8,122,76,6
"Louisville/Jefferson County, KY-IN","31140",2023,243,119,105,18,1,0,0,177,95,51,0,3,126,113,1
"Lubbock, TX","31180",2023,212,198,13,0,1,0,0,158,45,19,0,0,0,212,0
"Ludington, MI","31220",2023,119,91,27,1,0,0,0,143,77,42,0,0,119,0,0
"Lynchburg, VA","31340",2023,90,76,12,2,0,0,0,135,52,26,0,0,0,90,0
"Macon, GA","31420",2023,229,140,85,3,1,0,0,155,71,46,0,0,52,177,0
"Madison, WI","31540",2023,181,100,59,18,3,1,0,243,108,48,0,0,71,110,0
"Manchester-Nashua, NH","31700",2023,182,154,25,3,0,0,0,112,58,42,3,0,172,7,0
"Manitowoc, WI","31820",2023,96,69,26,1,0,0,0,133,80,44,0,0,96,0,0
"Marietta, OH","31930",2023,177,151,26,0,0,0,0,100,54,42,0,0,177,0,0
"Marshall, MN","32140",2023,181,116,59,5,1,0,0,167,77,44,0,0,91,90,0
"Marshall, TX","32220",2023,176,135,40,1,0,0,0,111,59,41,0,1,102,73,0
"Mason City, IA","32380",2023,60,58,2,0,0,0,0,56,41,19,0,0,0,0,60
"Mayaguez, PR","32420",2023,130,121,9,0,0,0,0,59,46,32,0,0,33,97,0
"McAlester, OK","32540",2023,241,162,74,5,0,0,0,119,67,45,0,0,128,113,0
"McAllen-Edinburg-Mission, TX","32580",2023,173,115,58,0,0,0,0,95,70,36,0,0,0,173,0
"Medford, OR","32780",2023,212,182,30,0,0,0,0,76,54,34,0,0,65,147,0
"Memphis, TN-MS-AR","32820",2023,272,165,97,10,0,0,0,140,77,47,0,1,185,86,0
"Meridian, MS","32940",2023,121,110,11,0,0,0,0,87,50,40,0,0,121,0,0
"Miami, OK","33060",2023,118,90,24,4,0,0,0,122,74,45,0,0,118,0,0
"Miami-Fort Lauderdale-West Palm Beach, FL","33100",2023,182,98,82,0,2,0,0,165,67,49,1,10,52,119,0
"Michigan City-La Porte, IN","33140",2023,243,181,50,12,0,0,0,133,80,41,0,0,219,24,0
