"CBSA","CBSA Code","Year","Days with AQI","Good Days","Moderate Days","Unhealthy for Sensitive Groups Days","Unhealthy Days","Very Unhealthy Days","Hazardous Days","Max AQI","90th Percentile AQI","Median AQI","Days CO","Days NO2","Days Ozone","Days PM2.5","Days PM10"
"Brownsville-Harlingen, TX","15180",2003,365,276,84,5,0,0,0,123,63,39,1,0,163,57,144
"Brunswick, GA","15260",2003,275,206,67,2,0,0,0,112,67,38,0,0,196,75,4
"Bucyrus, OH","15340",2003,359,281,66,8,4,0,0,195,71,36,0,0,359,0,0
"Buffalo-Cheektowaga-Niagara Falls, NY","15380",2003,365,237,109,12,5,2,0,205,80,43,0,108,191,66,0
"Burlington, NC","15500",2003,114,55,57,2,0,0,0,118,75,52,0,0,0,114,0
"Burlington-South Burlington, VT","15540",2003,365,304,55,6,0,0,0,122,61,37,0,52,258,55,0
"Butte-Silver Bow, MT","15580",2003,365,340,22,3,0,0,0,123,40,20,164,0,0,62,139
"Cadillac, MI","15620",2003,365,290,58,16,1,0,0,174,71,37,3,0,335,27,0
"Cambridge, MD","15700",2003,347,270,51,19,4,3,0,227,87,36,0,0,347,0,0
"Canton-Massillon, OH","15940",2003,365,233,111,16,3,2,0,212,84,44,62,0,167,91,45
"Cape Coral-Fort Myers, FL","15980",2003,365,318,39,7,1,0,0,156,54,37,0,0,316,37,12
"Carbondale-Marion, IL","16060",2003,60,60,0,0,0,0,0,44,33,17,0,0,0,0,60
"Carlsbad-Artesia, NM","16100",2003,365,303,61,0,1,0,0,152,61,36,0,113,231,21,0
"Carson City, NV","16180",2003,365,311,54,0,0,0,0,87,58,37,154,0,211,0,0
"Casper, WY","16220",2003,57,54,2,1,0,0,0,120,38,16,0,0,0,0,57
"Ca¤on City, CO","15860",2003,58,58,0,0,0,0,0,28,23,13,0,0,0,0,58
"Cedar Rapids, IA","16300",2003,365,214,142,9,0,0,0,134,77,44,4,0,149,212,0
"Centralia, WA","16500",2003,209,157,42,10,0,0,0,133,84,41,0,0,136,73,0
"Chambersburg-Waynesboro, PA","16540",2003,192,128,58,4,2,0,0,174,77,46,0,0,192,0,0
"Champaign-Urbana, IL","16580",2003,365,255,88,21,1,0,0,154,84,42,0,0,305,60,0
"Charleston, WV","16620",2003,365,245,104,12,4,0,0,177,77,41,0,0,157,102,106
"Charleston-North Charleston, SC","16700",2003,365,198,162,5,0,0,0,136,72,47,0,8,131,226,0
"Charlotte-Concord-Gastonia, NC-SC","16740",2003,365,116,200,40,7,2,0,212,108,58,0,22,145,197,1
"Charlottesville, VA","16820",2003,59,59,0,0,0,0,0,41,25,15,0,0,0,0,59
"Chattanooga, TN-GA","16860",2003,286,140,126,16,4,0,0,195,93,51,0,0,185,101,0
"Cheyenne, WY","16940",2003,117,113,4,0,0,0,0,64,33,18,0,0,0,104,13
"Chicago-Naperville-Elgin, IL-IN-WI","16980",2003,365,54,253,46,12,0,0,190,112,68,1,74,71,205,14
"Chico, CA","17020",2003,365,144,170,43,8,0,0,164,108,58,0,0,225,140,0
"Cincinnati, OH-KY-IN","17140",2003,365,82,242,29,10,2,0,217,101,62,0,21,101,243,0
"Claremont-Lebanon, NH-VT","17200",2003,346,296,44,6,0,0,0,147,58,36,0,0,319,27,0
"Clarksburg, WV","17220",2003,118,60,57,1,0,0,0,116,71,50,0,0,0,118,0
"Clarksville, TN-KY","17300",2003,362,207,125,29,1,0,0,151,97,46,0,0,293,68,1
"Clearlake, CA","17340",2003,363,331,32,0,0,0,0,84,48,37,0,0,359,4,0
"Cleveland, MS","17380",2003,312,165,138,9,0,0,0,133,78,49,0,0,128,184,0
"Cleveland, TN","17420",2003,303,303,0,0,0,0,0,50,34,22,0,263,0,0,40
"Cleveland-Elyria, OH","17460",2003,365,95,221,40,7,2,0,216,108,63,0,13,101,225,26
"Clinton, IA","17540",2003,363,278,71,14,0,0,0,133,80,37,0,0,190,70,103
"Coeur d'Alene, ID","17660",2003,364,298,64,2,0,0,0,111,58,28,0,0,0,319,45
"Coffeyville, KS","17700",2003,365,359,6,0,0,0,0,62,36,19,0,0,0,0,365
"Colorado Springs, CO","17820",2003,365,257,95,13,0,0,0,147,77,44,18,0,292,37,18
"Columbia, MO","17860",2003,115,66,48,1,0,0,0,113,71,45,0,0,0,115,0
"Columbia, SC","17900",2003,365,145,196,22,2,0,0,169,91,54,1,8,155,175,26
"Columbus, GA-AL","17980",2003,315,163,147,4,1,0,0,175,75,50,0,0,125,190,0
"Columbus, MS","18060",2003,103,51,52,0,0,0,0,95,71,51,0,0,0,103,0
"Columbus, OH","18140",2003,365,106,224,27,6,2,0,225,100,60,0,0,109,253,3
"Concord, NH","18180",2003,242,194,45,3,0,0,0,119,64,35,0,0,156,86,0
"Cookeville, TN","18260",2003,279,147,113,18,1,0,0,177,93,49,0,0,211,68,0
"Corning, NY","18500",2003,330,240,88,2,0,0,0,128,62,33,0,0,0,330,0
"Corpus Christi, TX","18580",2003,365,283,65,15,2,0,0,169,74,38,0,0,300,65,0
"Crescent City, CA","18860",2003,148,148,0,0,0,0,0,43,22,12,0,0,0,95,53
"Cullowhee, NC","19000",2003,259,117,118,23,1,0,0,166,100,52,0,0,193,66,0
"Dallas-Fort Worth-Arlington, TX","19100",2003,365,98,199,38,28,2,0,226,140,62,0,30,180,153,2
"Dalton, GA","19140",2003,261,155,81,23,2,0,0,185,100,46,0,0,196,65,0
"Daphne-Fairhope-Foley, AL","19300",2003,278,189,77,11,1,0,0,174,77,41,0,0,189,89,0
"Davenport-Moline-Rock Island, IA-IL","19340",2003,365,170,177,18,0,0,0,147,87,52,0,1,153,151,60
"Dayton, OH","19380",2003,365,120,211,26,6,2,0,217,99,58,6,0,111,248,0
"DeRidder, LA","19760",2003,361,317,35,9,0,0,0,147,54,33,0,0,361,0,0
"Decatur, AL","19460",2003,284,153,110,20,1,0,0,169,93,49,0,0,202,82,0
"Decatur, IL","19500",2003,365,271,88,6,0,0,0,129,74,38,0,0,282,83,0
"Deltona-Daytona Beach-Ormond Beach, FL","19660",2003,365,326,33,6,0,0,0,122,52,34,0,0,306,49,10
"Deming, NM","19700",2003,58,55,1,2,0,0,0,113,33,16,0,0,0,0,58
"Denver-Aurora-Lakewood, CO","19740",2003,365,113,190,48,12,2,0,215,115,63,1,134,147,56,27
"Des Moines-West Des Moines, IA","19780",2003,365,232,129,4,0,0,0,127,67,43,4,37,76,200,48
"Detroit-Warren-Dearborn, MI","19820",2003,365,101,225,30,6,3,0,219,105,62,2,30,63,225,45
"Dickinson, ND","19860",2003,143,141,2,0,0,0,0,74,36,25,0,0,42,101,0
"Dodge City, KS","19980",2003,54,51,3,0,0,0,0,77,41,24,0,0,0,0,54
"Dothan, AL","20020",2003,94,49,44,1,0,0,0,144,69,48,0,0,0,88,6
"Douglas, GA","20060",2003,49,32,17,0,0,0,0,84,67,40,0,0,0,49,0
"Dover, DE","20100",2003,274,170,86,15,3,0,0,197,93,44,0,0,191,83,0
"DuBois, PA","20180",2003,187,132,46,5,4,0,0,192,84,44,0,0,187,0,0
"Duluth, MN-WI","20260",2003,365,255,108,2,0,0,0,142,71,41,0,0,249,109,7
"Durango, CO","20420",2003,364,317,47,0,0,0,0,87,52,39,0,33,301,5,25
"Durham-Chapel Hill, NC","20500",2003,352,162,163,24,3,0,0,182,90,52,0,0,122,229,1
"Dyersburg, TN","20540",2003,105,60,44,1,0,0,0,106,68,46,0,0,0,105,0
"Eau Claire, WI","20740",2003,54,54,0,0,0,0,0,37,27,14,0,0,0,0,54
"Effingham, IL","20820",2003,214,165,47,2,0,0,0,143,67,42,0,0,214,0,0
"El Centro, CA","20940",2003,365,124,177,54,9,0,1,736,113,61,16,54,233,38,24
"El Dorado, AR","20980",2003,102,58,44,0,0,0,0,80,69,45,0,0,0,102,0
"El Paso, TX","21340",2003,365,104,212,38,6,1,4,1032,110,59,7,52,150,46,110
"Elizabeth City, NC","21020",2003,215,154,53,6,2,0,0,164,80,43,0,0,177,38,0
"Elizabethtown-Fort Knox, KY","21060",2003,282,163,110,9,0,0,0,143,84,46,0,0,208,73,1
"Elkhart-Goshen, IN","21140",2003,241,128,97,11,5,0,0,169,91,49,0,0,162,79,0
"Elko, NV","21220",2003,353,350,2,1,0,0,0,104,32,16,0,0,0,24,329
"Ellensburg, WA","21260",2003,119,119,0,0,0,0,0,48,33,12,0,0,0,87,32
"Elmira, NY","21300",2003,359,319,34,5,1,0,0,164,54,32,0,0,359,0,0
"Emporia, KS","21380",2003,119,95,22,1,1,0,0,153,56,32,0,0,0,119,0
"Enid, OK","21420",2003,124,92,32,0,0,0,0,93,58,40,0,0,0,124,0
"Erie, PA","21500",2003,365,208,144,9,3,1,0,204,79,46,4,50,110,196,5
"Espa¤ola, NM","21580",2003,98,98,0,0,0,0,0,42,23,11,0,0,0,98,0
"Eufaula, AL-GA","21640",2003,15,9,6,0,0,0,0,84,67,38,0,0,0,15,0
"Eugene, OR","21660",2003,365,217,117,26,5,0,0,158,93,45,8,0,130,226,1
"Eureka-Arcata-Fortuna, CA","21700",2003,64,56,7,1,0,0,0,102,54,26,0,0,0,50,14
"Evansville, IN-KY","21780",2003,365,184,153,24,4,0,0,190,97,50,1,50,156,155,3
"Fairbanks, AK","21820",2003,229,196,33,0,0,0,0,100,57,23,139,0,0,90,0
"Fairmont, WV","21900",2003,114,43,69,2,0,0,0,130,74,56,0,0,0,114,0
"Fargo, ND-MN","22020",2003,365,307,57,1,0,0,0,131,56,36,0,26,287,48,4
"Farmington, NM","22140",2003,365,212,137,16,0,0,0,126,90,48,0,32,320,13,0
"Fayetteville, NC","22180",2003,363,241,106,12,4,0,0,164,84,40,106,0,173,83,1
"Fayetteville-Springdale-Rogers, AR-MO","22220",2003,113,80,33,0,0,0,0,85,59,40,0,0,0,113,0
"Findlay, OH","22300",2003,40,40,0,0,0,0,0,36,31,23,0,0,0,0,40
"Flagstaff, AZ","22380",2003,359,209,141,9,0,0,0,126,84,48,0,0,348,11,0
"Flint, MI","22420",2003,250,154,76,15,5,0,0,192,94,44,7,0,166,76,1
"Florence, SC","22500",2003,362,260,92,9,1,0,0,154,77,41,0,0,289,73,0
"Florence-Muscle Shoals, AL","22520",2003,317,225,85,6,1,0,0,151,71,42,0,7,223,87,0
"Fond du Lac, WI","22540",2003,184,133,38,13,0,0,0,136,84,44,0,0,184,0,0
"Fort Collins, CO","22660",2003,365,188,143,30,4,0,0,166,100,50,0,0,354,11,0
"Fort Madison-Keokuk, IA-IL-MO","22800",2003,115,115,0,0,0,0,0,48,34,21,0,0,0,0,115
"Fort Payne, AL","22840",2003,361,239,109,11,2,0,0,164,80,44,0,0,280,81,0
"Fort Smith, AR-OK","22900",2003,109,64,45,0,0,0,0,88,64,44,0,0,0,109,0
"Fort Wayne, IN","23060",2003,365,198,149,13,5,0,0,197,87,48,16,0,106,240,3
"Frankfort, KY","23180",2003,116,66,49,1,0,0,0,103,72,48,0,0,0,116,0
"Fresno, CA","23420",2003,365,40,131,95,87,12,0,212,177,107,0,11,231,122,1
"Gadsden, AL","23460",2003,284,166,108,10,0,0,0,143,80,47,0,0,194,89,1
"Gaffney, SC","23500",2003,364,290,61,12,1,0,0,154,74,37,0,0,364,0,0
"Gainesville, FL","23540",2003,365,306,52,7,0,0,0,147,60,37,0,0,298,60,7
"Gainesville, GA","23580",2003,109,41,67,1,0,0,0,120,75,55,0,0,0,109,0
"Gardnerville Ranchos, NV","23820",2003,365,268,97,0,0,0,0,87,66,44,43,0,322,0,0
"Georgetown, SC","23860",2003,298,218,80,0,0,0,0,86,60,35,0,0,0,101,197
"Gettysburg, PA","23900",2003,365,169,177,17,2,0,0,195,90,52,0,0,158,207,0
"Gillette, WY","23940",2003,365,188,164,13,0,0,0,150,82,50,0,1,208,9,147
"Glenwood Springs, CO","24060",2003,364,360,4,0,0,0,0,75,29,17,0,0,0,8,356
"Goldsboro, NC","24140",2003,117,60,56,1,0,0,0,109,68,49,0,0,0,113,4
"Grand Island, NE","24260",2003,111,84,27,0,0,0,0,91,58,33,0,0,0,111,0
"Grand Junction, CO","24300",2003,359,326,32,1,0,0,0,140,49,25,111,0,0,98,150
"Grand Rapids-Wyoming, MI","24340",2003,365,182,158,20,4,1,0,201,90,51,0,49,104,212,0
"Grants Pass, OR","24420",2003,243,220,22,1,0,0,0,127,44,24,142,0,0,97,4
"Great Falls, MT","24500",2003,353,338,12,2,1,0,0,154,30,11,268,0,0,85,0
"Greeley, CO","24540",2003,360,223,110,26,1,0,0,169,93,45,9,0,304,45,2
"Green Bay, WI","24580",2003,238,162,63,8,4,1,0,206,90,44,0,0,172,65,1
"Greensboro-High Point, NC","24660",2003,365,163,175,24,2,1,0,206,90,53,3,0,114,248,0
"Greenville, NC","24780",2003,253,166,79,5,3,0,0,174,77,43,0,0,160,93,0
"Greenville-Anderson-Mauldin, SC","24860",2003,365,131,205,29,0,0,0,150,93,57,0,33,110,222,0
"Greenwood, SC","24940",2003,270,162,97,11,0,0,0,150,90,47,0,0,183,87,0
"Grenada, MS","24980",2003,56,24,32,0,0,0,0,81,71,52,0,0,0,56,0
"Guayama, PR","25020",2003,118,109,9,0,0,0,0,82,47,22,0,0,0,52,66
"Gulfport-Biloxi-Pascagoula, MS","25060",2003,365,185,153,22,5,0,0,182,90,50,0,1,134,230,0
"Hagerstown-Martinsburg, MD-WV","25180",2003,266,145,106,12,3,0,0,190,87,48,0,0,168,98,0
"Hammond, LA","25220",2003,121,78,43,0,0,0,0,85,62,42,0,0,0,121,0
"Hanford-Corcoran, CA","25260",2003,364,166,121,66,11,0,0,187,126,56,0,65,244,46,9
"Harrisburg-Carlisle, PA","25420",2003,365,129,208,24,3,1,0,203,97,58,0,19,72,274,0
"Harrison, AR","25460",2003,362,262,91,6,3,0,0,169,71,44,0,0,331,31,0
"Harrisonburg, VA","25500",2003,129,123,6,0,0,0,0,72,45,30,0,81,0,0,48
"Hartford-West Hartford-East Hartford, CT","25540",2003,365,202,143,13,6,1,0,206,83,48,26,35,153,150,1
"Hattiesburg, MS","25620",2003,118,46,70,2,0,0,0,108,77,54,0,0,0,118,0
"Helena, MT","25740",2003,346,313,29,2,2,0,0,159,50,18,0,0,0,74,272
"Helena-West Helena, AR","25760",2003,116,59,56,1,0,0,0,107,67,50,0,0,0,116,0
"Hermiston-Pendleton, OR","25840",2003,84,75,8,1,0,0,0,109,56,21,0,0,0,54,30
"Hickory-Lenoir-Morganton, NC","25860",2003,263,125,117,18,3,0,0,154,93,52,0,0,173,89,1
"Hilo, HI","25900",2003,350,339,11,0,0,0,0,83,36,25,0,0,317,33,0
"Hilton Head Island-Bluffton-Beaufort, SC","25940",2003,119,79,40,0,0,0,0,77,60,38,0,0,0,119,0
"Hobbs, NM","26020",2003,118,105,12,0,0,1,0,245,51,26,0,0,0,98,20
"Holland, MI","26090",2003,355,196,132,20,6,1,0,201,94,47,0,0,125,230,0
"Homosassa Springs, FL","26140",2003,116,97,19,0,0,0,0,71,54,33,0,0,0,116,0
"Hot Springs, AR","26300",2003,114,65,49,0,0,0,0,83,64,46,0,0,0,114,0
"Houghton, MI","26340",2003,113,109,4,0,0,0,0,59,37,13,0,0,0,113,0
"Houma-Thibodaux, LA","26380",2003,363,224,112,27,0,0,0,147,90,44,0,0,183,180,0
"Houston-The Woodlands-Sugar Land, TX","26420",2003,365,80,207,37,25,16,0,238,164,63,0,47,159,151,8
"Hudson, NY","26460",2003,43,43,0,0,0,0,0,49,21,11,0,0,0,0,43
"Huntington, IN","26540",2003,183,99,69,12,3,0,0,200,100,49,0,0,183,0,0
"Huntington-Ashland, WV-KY-OH","26580",2003,365,198,138,23,5,1,0,201,95,49,0,101,171,88,5
"Huntsville, AL","26620",2003,365,223,120,21,1,0,0,159,87,45,0,3,281,73,8
"Idaho Falls, ID","26820",2003,347,255,90,2,0,0,0,129,67,44,0,0,324,23,0
"Indianapolis-Carmel-Anderson, IN","26900",2003,365,94,223,36,10,2,0,203,106,61,0,5,114,246,0
"Iowa City, IA","26980",2003,121,75,45,1,0,0,0,109,69,39,0,0,0,121,0
"Iron Mountain, MI-WI","27020",2003,183,152,30,1,0,0,0,105,61,41,0,0,183,0,0
"Ithaca, NY","27060",2003,322,262,53,4,3,0,0,177,67,36,0,0,269,53,0
"Jackson, MS","27140",2003,365,148,207,10,0,0,0,133,76,53,0,0,75,290,0
"Jackson, TN","27180",2003,81,63,18,0,0,0,0,76,60,24,0,0,0,39,42
"Jackson, WY-ID","27220",2003,331,257,73,1,0,0,0,101,64,44,2,0,306,18,5
"Jacksonville, FL","27260",2003,365,224,124,17,0,0,0,140,80,46,0,27,172,117,49
"Jacksonville, NC","27340",2003,119,84,35,0,0,0,0,99,63,43,0,0,0,118,1
"Jamestown-Dunkirk-Fredonia, NY","27460",2003,365,273,70,15,5,2,0,214,84,38,0,0,337,28,0
"Janesville-Beloit, WI","27500",2003,204,133,56,15,0,0,0,140,93,46,0,0,183,21,0
"Jasper, IN","27540",2003,118,50,62,6,0,0,0,144,80,55,0,0,0,116,2
"Johnstown, PA","27780",2003,365,264,90,9,2,0,0,190,71,39,2,106,148,93,16
"Jonesboro, AR","27860",2003,116,61,54,1,0,0,0,102,64,49,0,0,0,116,0
"Joplin, MO","27900",2003,338,234,101,3,0,0,0,115,65,32,0,0,0,106,232
"Juneau, AK","27940",2003,82,73,9,0,0,0,0,86,52,20,0,0,0,80,2
"Kahului-Wailuku-Lahaina, HI","27980",2003,348,335,13,0,0,0,0,78,37,20,0,0,0,66,282
"Kalamazoo-Portage, MI","28020",2003,238,139,81,15,3,0,0,164,93,48,0,0,158,80,0
"Kalispell, MT","28060",2003,365,291,64,6,4,0,0,165,62,38,35,0,201,66,63
"Kansas City, MO-KS","28140",2003,365,128,174,48,14,1,0,201,115,59,0,59,167,136,3
"Kapaa, HI","28180",2003,61,61,0,0,0,0,0,29,22,14,0,0,0,0,61
"Keene, NH","28300",2003,213,169,40,4,0,0,0,136,71,39,0,0,172,41,0
"Kennewick-Richland, WA","28420",2003,365,315,46,3,0,0,1,1334,54,28,0,0,0,260,105
"Kingsport-Bristol-Bristol, TN-VA","28700",2003,365,228,118,16,3,0,0,182,84,45,1,109,177,78,0
"Kingston, NY","28740",2003,362,303,45,11,3,0,0,172,67,39,0,0,360,0,2
"Kingsville, TX","28780",2003,55,45,10,0,0,0,0,79,59,34,0,0,0,55,0
"Kinston, NC","28820",2003,256,168,79,6,3,0,0,166,77,43,0,0,168,88,0
"Klamath Falls, OR","28900",2003,238,206,30,2,0,0,0,146,60,20,119,0,0,109,10
"Knoxville, TN","28940",2003,365,95,224,34,12,0,0,187,112,62,0,0,161,152,52
"Kokomo, IN","29020",2003,116,60,54,2,0,0,0,138,80,50,0,0,0,116,0
"La Grande, OR","29260",2003,129,115,14,0,0,0,0,77,52,21,0,0,0,106,23
"Laconia, NH","29060",2003,209,164,39,6,0,0,0,147,67,39,0,0,176,33,0
"Lafayette, LA","29180",2003,362,252,91,17,2,0,0,156,87,41,0,0,294,68,0
"Lafayette-West Lafayette, IN","29200",2003,242,134,95,12,1,0,0,156,88,48,0,0,160,82,0
"Lake Charles, LA","29340",2003,365,188,159,15,3,0,0,187,80,49,0,3,153,209,0
"Lake City, FL","29380",2003,364,325,33,6,0,0,0,140,51,34,0,0,364,0,0
"Lake Havasu City-Kingman, AZ","29420",2003,103,98,5,0,0,0,0,84,39,20,0,0,0,73,30
"Lakeland-Winter Haven, FL","29460",2003,365,316,40,9,0,0,0,147,58,37,0,0,295,53,17
"Lancaster, PA","29540",2003,365,237,104,20,2,2,0,217,90,42,0,121,152,86,6
"Lansing-East Lansing, MI","29620",2003,242,141,85,12,4,0,0,177,87,46,0,0,162,80,0
"Laramie, WY","29660",2003,360,155,181,23,1,0,0,166,97,54,0,0,351,1,8
"Laredo, TX","29700",2003,365,310,52,2,1,0,0,152,58,34,61,0,263,33,8
"Las Cruces, NM","29740",2003,365,100,207,49,4,2,3,1005,112,64,0,11,180,84,90
"Las Vegas-Henderson-Paradise, NV","29820",2003,365,57,240,57,11,0,0,200,122,68,1,25,202,106,31
"Laurel, MS","29860",2003,117,45,72,0,0,0,0,93,75,54,0,0,0,117,0
"Lawrence, KS","29940",2003,261,186,57,16,2,0,0,185,84,39,0,0,261,0,0
"Lawrenceburg, TN","29980",2003,278,171,98,8,1,0,0,159,77,47,0,0,202,76,0
"Lawton, OK","30020",2003,365,254,97,13,1,0,0,154,80,43,4,0,319,42,0
"Lewiston, ID-WA","30300",2003,63,50,13,0,0,0,0,67,59,28,0,0,0,42,21
"Lewiston-Auburn, ME","30340",2003,56,54,2,0,0,0,0,57,38,18,0,0,0,0,56
"Lexington, NE","30420",2003,58,48,10,0,0,0,0,91,58,33,0,0,0,0,58
"Lexington-Fayette, KY","30460",2003,365,227,129,8,1,0,0,161,80,43,4,89,176,96,0
"Lima, OH","30620",2003,225,153,57,11,4,0,0,195,90,44,0,0,211,0,14
"Lincoln, NE","30700",2003,365,328,36,1,0,0,0,117,51,32,112,0,180,73,0
